"wine","vintage","region","varietal","rating","price"
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Terrazas de los Andes Reserva Malbec ",4,"South America","Other Red",90,19.99
"Trivento Malbec Reserve ",5,"South America","Other Red",88,10.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Terrazas de los Andes Reserva Malbec ",4,"South America","Other Red",90,19.99
"Trivento Malbec Reserve ",5,"South America","Other Red",88,10.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"Montes Twins Red Blend ",4,"South America","Other Red",92,13.99
"Clos de los Siete Super Red Blend ",3,"South America","Other Red",92,19.99
"Tikal Patriota ",4,"South America","Other Red",91,19.99
"Bodega Noemia de Patagonia A Lisa ",4,"South America","Other Red",93,19.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Emiliana Coyam (Certified Biodynamic) ",3,"South America","Other Red",91,34.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Lapostolle Canto de Apalta Red Blend ",2,"South America","Other Red",91,22.99
"Alamos Red Blend ",5,"South America","Other Red",88,10.99
"Bodega Noemia de Patagonia A Lisa ",5,"South America","Other Red",92,25.99
"Bodega Noemia de Patagonia A Lisa ",5,"South America","Other Red",92,25.99
"Bodega Garzon Tannat ",4,"South America","Other Red",93,19.99
"Bodega Garzon Tannat ",4,"South America","Other Red",93,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Chateau Couhins Blanc ",1,"France","Other Whites",91,19.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"Badenhorst Secateurs Chenin Blanc ",5,"South Africa","Other Whites",90,14.99
"Guy Saget Vouvray Marie de Beauregard ",5,"France","Other Whites",91,17.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"The Royal Chenin Blanc Old Vine Steen ",5,"South Africa","Other Whites",90,9.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Trimbach Gewurztraminer ",4,"France","Other Whites",90,19.99
"Ceretto Santo Stefano Moscato d'Asti ",5,"Italy","Other Whites",89,21.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Feudi di San Gregorio Fiano di Avellino ",3,"Italy","Other Whites",90,19.99
"Domaine Lafage Vin du Pays Cote d'Est ",4,"France","Other Whites",90,12.99
"Pighin Pinot Grigio ",5,"Italy","Other Whites",90,17.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Masi Masianco Pinot Grigio/Verduzzo ",5,"Italy","Other Whites",90,13.99
"Terlano Pinot Grigio ",5,"Italy","Other Whites",92,22.99
"Masi Masianco Pinot Grigio/Verduzzo ",5,"Italy","Other Whites",90,13.99
"Michel Gassier Costieres de Nimes Nostre Pais White ",4,"France","Other Whites",90,19.99
"Michel Gassier Costieres de Nimes Nostre Pais White ",4,"France","Other Whites",90,19.99
"Michel Gassier Costieres de Nimes Nostre Pais White ",4,"France","Other Whites",90,19.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Pewsey Vale Eden Valley Riesling 2014",6,"Australia","Other Whites",95,16.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Forrest Estate The Doctors' Riesling ",4,"New Zealand","Other Whites",92,14.99
"Brokenwood Semillon ",5,"Australia","Other Whites",94,19.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"The Prisoner Wine Company Blindfold ",5,"California","Other Whites",90,29.99
"Parducci True Grit Petite Sirah ",4,"California","Other Whites",94,19.99
"The Crusher Petite Sirah ",4,"California","Other Whites",92,12.99
"Spellbound Petite Sirah ",4,"California","Other Whites",90,13.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Stags' Leap Winery Petite Sirah ",3,"California","Other Whites",91,39.99
"Bogle Petite Sirah ",4,"California","Other Whites",89,10.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Michael David Winery Earthquake Petite Sirah ",4,"California","Other Whites",92,26.99
"Valley of the Moon Pinot Blanc ",4,"California","Other Whites",91,15.99
"Valley of the Moon Pinot Blanc ",4,"California","Other Whites",91,15.99
"Valley of the Moon Pinot Blanc ",4,"California","Other Whites",91,15.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Bonterra Organically Grown Viognier ",5,"California","Other Whites",88,13.99
"Domingo Molina Hermanos Torrontes ",4,"South America","Other Whites",92,14.99
"Domingo Molina Hermanos Torrontes ",4,"South America","Other Whites",92,14.99
"Domingo Molina Hermanos Torrontes ",4,"South America","Other Whites",92,14.99
